
0.0625	    0.373244	 0.000236184	
0.1875	     2.57288	    0.283665	
0.3125	     21.3163	    0.300186	
0.4375	     66.3106	     1.63447	
0.5625	     98.2149	     1.86892	
0.6875	     137.838	      3.1346	
0.8125	     207.834	     3.50763	
0.9375	     255.645	     5.81634	
 1.062	     314.264	     8.19809	
 1.188	     317.349	     8.03425	
 1.312	     387.905	     10.8502	
 1.438	     451.456	     9.98794	
 1.562	     514.479	     13.9454	
 1.688	     580.197	     12.7892	
 1.812	     625.495	     17.1707	
 1.938	     676.089	     13.3949	
 2.062	      717.59	     13.9795	
 2.188	     737.994	     16.8322	
 2.312	     759.272	     15.9096	
 2.438	     794.694	      16.042	
 2.562	     819.467	     16.0055	
 2.688	     823.988	     14.7052	
 2.812	     831.785	      16.296	
 2.938	     839.596	     16.4272	
 3.062	     825.586	     16.1883	
 3.188	     811.032	     15.1287	
 3.312	     778.666	     16.0774	
 3.438	     739.794	     14.0265	
 3.562	     677.647	     15.0075	
 3.688	     633.194	     15.4821	
 3.812	     575.247	     16.8494	
 3.938	     524.986	     18.3601	
 4.062	     452.658	     16.1228	
 4.188	     413.138	     16.9695	
 4.312	     351.484	     16.8411	
 4.438	     296.602	     16.4017	
 4.562	     244.273	     14.6692	
 4.688	     205.671	     15.4344	
 4.812	     174.221	     15.6023	
 4.938	     144.757	     13.9298	
 5.062	      122.68	     14.8448	
 5.188	     105.255	     12.9562	
 5.312	       84.17	     11.5409	
 5.438	     76.6331	     13.7402	
 5.562	     66.2102	     11.9191	
 5.688	     58.8649	      13.634	
 5.812	     52.3666	     11.7858	
 5.938	     47.0822	     10.3661	
 6.062	     43.8995	     8.87226	
 6.188	     47.8893	     8.57101	
 6.312	      39.019	     10.0911	
 6.438	     39.5549	     10.4901	
 6.562	     33.1283	     8.62391	
 6.688	     35.0969	     8.65317	
 6.812	     35.8581	     9.35553	
 6.938	     34.2264	     8.02412	
 7.062	     31.2976	     6.23717	
 7.188	     32.6985	     6.29195	
 7.312	     31.9874	     6.64286	
 7.438	     33.1014	     5.68108	
 7.562	     32.6161	     8.02054	
 7.688	     28.4886	      5.6227	
 7.812	      31.563	     5.67821	
 7.938	     31.8578	     4.28668	
   8.5	      232.23	     43.9429	
   9.5	     240.261	     40.5211	
    11	      479.79	     71.5042	
    13	     390.927	     55.6069	
    15	     371.678	     47.5657	
    17	     289.731	     41.2623	
    19	      246.84	     36.3528	
    25	     869.153	     142.307	
    35	     101.141	     16.8642	
    45	     14.6376	     1.71331	
    55	     12.9894	    0.514764	
    65	     7.70293	           0	
    75	     1.53599	           0	
    85	    0.569133	           0	
    95	   0.0605801	           0	
   105	           0	           0	
--------------------------------------
Total:	     23265.5	     1210.29	
