
0.0625	   0.0689061	   0.0245165	
0.1875	     3.34605	 0.000903362	
0.3125	     15.3789	    0.153559	
0.4375	     50.4623	    0.729116	
0.5625	     84.0377	     1.05649	
0.6875	     150.029	     2.63319	
0.8125	     194.698	     5.00371	
0.9375	     231.122	     4.89823	
 1.062	     321.527	     6.40491	
 1.188	      413.45	     7.56473	
 1.312	     450.737	     10.5456	
 1.438	     534.703	      10.862	
 1.562	     578.543	     14.2084	
 1.688	      617.53	     14.6462	
 1.812	     667.711	     14.8505	
 1.938	     704.853	     13.7431	
 2.062	     756.027	      12.505	
 2.188	     768.265	     14.2761	
 2.312	     802.226	     18.2727	
 2.438	     816.444	     15.9601	
 2.562	     821.182	     17.5868	
 2.688	     845.699	     15.7755	
 2.812	     846.831	     17.1189	
 2.938	     826.244	     18.6608	
 3.062	     818.165	     17.2359	
 3.188	     799.219	     15.3626	
 3.312	     775.006	     16.0761	
 3.438	     730.005	     18.2764	
 3.562	     686.283	     18.6638	
 3.688	     652.675	     19.1894	
 3.812	     570.529	     17.2952	
 3.938	     524.071	     20.3979	
 4.062	      483.03	      17.982	
 4.188	     421.831	     17.9417	
 4.312	     375.857	     17.6339	
 4.438	     332.058	     18.6097	
 4.562	     288.482	     17.2614	
 4.688	     261.371	     18.5452	
 4.812	     215.632	     16.6546	
 4.938	     199.754	     17.6109	
 5.062	     160.487	     15.1642	
 5.188	     143.477	      17.168	
 5.312	     128.056	     17.8062	
 5.438	     112.196	     16.9213	
 5.562	     100.031	        17.5	
 5.688	     94.7138	     14.7344	
 5.812	     93.1165	     14.0308	
 5.938	     79.7573	      12.461	
 6.062	     70.5513	      11.543	
 6.188	     68.6676	     11.7346	
 6.312	     68.4125	     12.6427	
 6.438	     63.3917	     11.1753	
 6.562	     61.2252	     10.8777	
 6.688	      59.861	     10.3541	
 6.812	     56.4107	     10.9558	
 6.938	     51.3753	     9.64258	
 7.062	      51.641	     9.21537	
 7.188	      52.586	     8.81349	
 7.312	     48.7347	     8.82497	
 7.438	     45.0321	     6.35135	
 7.562	     44.5121	     6.63711	
 7.688	     48.6238	     5.78445	
 7.812	     43.8909	     5.98179	
 7.938	     41.9689	     7.65354	
   8.5	     371.913	     57.6794	
   9.5	     437.488	       82.13	
    11	      789.54	     128.669	
    13	     514.719	      59.228	
    15	     310.392	     30.3171	
    17	     167.083	     16.8139	
    19	     88.3367	     8.63342	
    25	     203.839	     16.4874	
    35	     82.1889	     3.21101	
    45	     22.6991	    0.492769	
    55	     4.47047	           0	
    65	    0.413829	           0	
    75	   0.0373666	           0	
    85	           0	           0	
    95	           0	           0	
   105	           0	           0	
--------------------------------------
Total:	     24416.9	     1199.85	
