
0.0625	    0.340617	 0.000184258	
0.1875	     2.23634	     0.27754	
0.3125	     20.7911	    0.363863	
0.4375	     60.8211	     2.06464	
0.5625	     81.7955	     1.79111	
0.6875	     140.963	     3.43254	
0.8125	     219.508	     4.19594	
0.9375	     276.668	     5.12807	
 1.062	     308.808	     7.07264	
 1.188	     349.707	     7.56872	
 1.312	      374.08	     11.1724	
 1.438	     444.144	     10.7097	
 1.562	     500.184	     13.7298	
 1.688	     572.455	     12.8007	
 1.812	     626.215	     16.6634	
 1.938	     677.712	     12.9891	
 2.062	     718.038	     16.6906	
 2.188	     726.791	     15.7504	
 2.312	     764.465	     14.9428	
 2.438	     798.828	     15.8687	
 2.562	     811.409	     16.5407	
 2.688	     815.605	     14.4596	
 2.812	      834.01	     16.3342	
 2.938	      842.27	     15.6635	
 3.062	     823.079	     16.3779	
 3.188	     815.354	     15.2485	
 3.312	     777.611	      15.821	
 3.438	     739.695	      13.883	
 3.562	     685.216	     15.0702	
 3.688	     632.328	     15.6633	
 3.812	     572.495	     16.8536	
 3.938	     524.898	     18.6034	
 4.062	     453.044	      15.724	
 4.188	     412.347	     16.7805	
 4.312	     353.155	     16.6084	
 4.438	     296.776	     16.3476	
 4.562	     246.052	     14.6891	
 4.688	     204.651	     15.0594	
 4.812	     175.204	     15.4703	
 4.938	     146.152	     13.9792	
 5.062	     122.443	     15.4473	
 5.188	     104.623	     13.0318	
 5.312	       83.67	      11.474	
 5.438	     76.4263	     13.7129	
 5.562	      65.388	     11.9707	
 5.688	     58.4232	     13.6252	
 5.812	     52.4925	     11.8899	
 5.938	     47.6192	     10.5084	
 6.062	     43.8181	     8.58878	
 6.188	     47.9836	     8.60296	
 6.312	     38.6296	     9.81197	
 6.438	     39.5484	     10.6112	
 6.562	     33.7446	     8.83904	
 6.688	     35.1476	     8.31673	
 6.812	     35.4174	     9.21057	
 6.938	     34.7489	     8.02249	
 7.062	     31.2452	     6.38191	
 7.188	     32.8458	     6.02019	
 7.312	     31.5294	     6.80998	
 7.438	     33.2205	     5.67678	
 7.562	     32.4994	     8.08022	
 7.688	     28.1301	     5.56152	
 7.812	     31.5679	     5.78418	
 7.938	     31.9368	     4.30571	
   8.5	     232.733	     44.1728	
   9.5	     241.733	     40.7388	
    11	     479.639	     71.2818	
    13	     391.693	     56.1304	
    15	     371.628	     47.8917	
    17	      289.73	     41.3769	
    19	     246.646	     36.2816	
    25	      854.64	     140.138	
    35	     95.1134	     15.8118	
    45	     14.5623	     1.68265	
    55	      13.335	    0.538597	
    65	     7.77721	           0	
    75	     1.53693	           0	
    85	    0.564664	           0	
    95	   0.0594958	           0	
   105	           0	           0	
--------------------------------------
Total:	     23240.4	     1206.72	
