
0.0625	   0.0707497	   0.0194882	
0.1875	     3.38909	  0.00239075	
0.3125	     9.39647	   0.0949944	
0.4375	     36.4611	    0.537083	
0.5625	     84.8291	    0.925752	
0.6875	     162.946	     2.92157	
0.8125	     179.389	     4.60222	
0.9375	     233.116	     4.97915	
 1.062	     337.105	     6.61543	
 1.188	      384.39	     7.16741	
 1.312	     474.828	     11.6309	
 1.438	     515.558	     12.5327	
 1.562	     567.884	     12.4903	
 1.688	     624.409	     14.6385	
 1.812	     653.563	     14.2183	
 1.938	     718.004	     13.7814	
 2.062	     746.032	     12.9495	
 2.188	     767.736	     14.3846	
 2.312	     804.472	     17.1801	
 2.438	     814.157	      16.568	
 2.562	     829.195	      17.434	
 2.688	     845.704	     16.7544	
 2.812	     842.158	     17.8366	
 2.938	     832.941	     19.0538	
 3.062	     818.941	     17.0797	
 3.188	     801.353	     15.5998	
 3.312	     779.594	     15.4108	
 3.438	     727.792	     17.8273	
 3.562	     685.478	     18.8621	
 3.688	     649.203	     19.0439	
 3.812	     569.968	     17.5402	
 3.938	     525.915	     20.6381	
 4.062	     479.799	     18.3188	
 4.188	     421.564	     17.6642	
 4.312	         375	      17.811	
 4.438	     330.814	     18.4213	
 4.562	     284.502	     17.0995	
 4.688	     262.164	     18.2967	
 4.812	     214.829	     16.1974	
 4.938	     199.115	     17.8226	
 5.062	     161.085	     15.1338	
 5.188	     143.787	     16.3193	
 5.312	     129.062	     18.3541	
 5.438	     112.756	     17.3326	
 5.562	     99.1354	     17.6981	
 5.688	     94.0891	     14.2873	
 5.812	     93.2521	     13.7537	
 5.938	     80.2344	     12.5838	
 6.062	     70.4153	     11.5279	
 6.188	     69.1737	     11.5502	
 6.312	     68.4827	     12.8491	
 6.438	     63.9943	     11.2649	
 6.562	     62.0069	     11.0988	
 6.688	     60.3507	     10.4736	
 6.812	     56.0291	     10.8848	
 6.938	     51.1457	     9.57946	
 7.062	     51.9269	     9.13046	
 7.188	     52.8944	     8.93353	
 7.312	     48.7613	     8.55732	
 7.438	     45.3596	     6.46009	
 7.562	     43.9718	     6.46354	
 7.688	      48.635	     5.69795	
 7.812	     44.3741	     6.08247	
 7.938	     41.9834	     7.42401	
   8.5	      373.71	     58.3684	
   9.5	     438.923	     81.8916	
    11	     785.275	     128.849	
    13	     511.627	     58.5582	
    15	     307.595	      29.901	
    17	     164.137	     16.3243	
    19	      85.523	     8.23442	
    25	      195.05	     15.8328	
    35	     81.0496	     3.15673	
    45	     22.9447	    0.496604	
    55	     4.58933	           0	
    65	    0.413319	           0	
    75	    0.036045	           0	
    85	           0	           0	
    95	           0	           0	
   105	           0	           0	
--------------------------------------
Total:	     24357.5	     1198.01	
