
0.0625	     0.70775	  0.00092372	
0.1875	     8.94373	    0.704127	
0.3125	     32.8935	    0.533791	
0.4375	     59.2216	     1.79969	
0.5625	     78.7968	     1.60275	
0.6875	     140.076	     3.37754	
0.8125	     216.252	      3.4853	
0.9375	     258.381	     5.60463	
 1.062	     308.638	      8.0737	
 1.188	     311.614	     8.39066	
 1.312	     392.809	     10.4862	
 1.438	     449.759	     9.71667	
 1.562	     521.513	     13.8307	
 1.688	     579.496	     12.9253	
 1.812	     627.037	     17.1152	
 1.938	     676.043	     13.6327	
 2.062	     717.146	     13.5829	
 2.188	     741.808	      17.047	
 2.312	     757.522	     16.0313	
 2.438	      793.45	     16.1447	
 2.562	     821.511	     15.8519	
 2.688	     826.715	     14.7863	
 2.812	     832.032	     16.2572	
 2.938	     838.917	     16.7821	
 3.062	     825.878	     16.0359	
 3.188	     809.728	     15.0317	
 3.312	     778.336	     16.1457	
 3.438	     739.457	     14.0372	
 3.562	     675.597	     14.9416	
 3.688	     633.665	     15.4593	
 3.812	     576.397	     16.8604	
 3.938	     524.867	     18.2589	
 4.062	     452.764	     16.2328	
 4.188	     412.981	     16.9852	
 4.312	     351.164	     16.9598	
 4.438	     296.464	     16.3899	
 4.562	     243.827	     14.6673	
 4.688	     205.988	     15.5355	
 4.812	     173.926	     15.6646	
 4.938	     144.342	     13.9433	
 5.062	     122.638	     14.6538	
 5.188	     105.292	     12.9635	
 5.312	      84.336	     11.5793	
 5.438	     76.6421	     13.7553	
 5.562	     66.4127	     11.9027	
 5.688	     58.9879	     13.5879	
 5.812	     52.3809	     11.7418	
 5.938	     46.9187	     10.2948	
 6.062	     43.9244	     8.97222	
 6.188	     47.7803	     8.57179	
 6.312	     39.1356	     10.1754	
 6.438	      39.529	     10.4595	
 6.562	     32.9674	     8.56471	
 6.688	     35.0667	     8.74251	
 6.812	     35.9852	     9.38145	
 6.938	     34.0569	     8.03523	
 7.062	     31.2952	     6.19644	
 7.188	     32.6642	     6.37105	
 7.312	     32.1215	     6.58649	
 7.438	     33.0669	     5.69406	
 7.562	     32.6278	     7.99355	
 7.688	     28.5931	     5.64491	
 7.812	     31.5406	     5.65194	
 7.938	     31.8216	     4.28895	
   8.5	     232.078	     43.8534	
   9.5	     239.563	     40.4186	
    11	     479.298	     71.4874	
    13	     390.631	      55.443	
    15	     371.661	     47.4698	
    17	     289.708	     41.2163	
    19	     246.811	     36.3674	
    25	     873.007	     142.872	
    35	     102.998	     17.1877	
    45	     14.6744	     1.72417	
    55	      12.885	     0.50771	
    65	     7.67975	           0	
    75	     1.53558	           0	
    85	    0.570461	           0	
    95	   0.0609095	           0	
   105	           0	           0	
--------------------------------------
Total:	     23275.6	     1211.27	
